Ticker,currentRatio,quickRatio,interestCoverageRatio,debtToEquity,operatingCashFlow,Score
MMM,0.018315688278691566,0.11461093100123398,0.0,0.6341085394660796,0.0,-0.501181920186154
AOS,0.025449845494179005,-0.04420026030798209,0.0,-0.31036975787063414,0.0,0.29161934305683107
ABT,-0.012166619823845906,-0.09435116282668181,0.0,-0.24668059749163782,0.0,0.1401628148411101
ABBV,-0.44021605275309617,-0.27990950214587096,0.0,1.6414047976301174,0.0,-2.3615303525290843
ACN,-0.23008269476964607,0.05860908985535243,0.0,-0.3028420825268424,0.0,0.13136847761254877
ADBE,-0.3669288013576337,-0.106053040081045,0.0,-0.2706119592594647,0.0,-0.20236988217921403
AMD,0.6642811961537418,0.5492520861632987,0.0,-0.3155437033743326,0.0,1.5290769856913728
AES,-0.5426884927573713,-0.5197979858603182,0.0,0.5073287690113143,0.0,-1.5698152476290037
AFL,-0.05432300336990854,0.25252591292765836,0.0,-0.2204721884848428,0.0,0.4186750980425926
A,0.6928178250156919,0.6888387648403462,0.0,-0.23331226402880903,0.0,1.6149688538848472
APD,-0.079616833497546,0.12464111150497395,0.0,-0.13992776636407392,0.0,0.18495204437150187
ABNB,-0.11204482084067105,-0.21805672237280782,0.0,-0.26513128335126546,0.0,-0.06497025986221339
AKAM,1.0573084027524173,1.586539919925072,0.0,-0.11669506829538785,0.0,2.7605433909728774
ALB,0.793993145526242,0.4890710031408589,0.0,-0.26069647291952397,0.0,1.5437606215866249
ARE,0.8997083842648295,1.4912532051395426,0.0,-0.20897618853282127,0.0,2.5999377779371935
ALGN,-0.25213372616297114,-0.03417007980424213,0.0,-0.31974633593044494,0.0,0.03344252996323166
ALLE,-0.2008975061608336,-0.1996680581159513,0.0,0.014417269122952058,0.0,-0.41498283339973696
LNT,-0.6853716370671213,-0.691146902799209,0.0,-0.024848482797664013,0.0,-1.3516700570686662
ALL,-0.8021123915023713,-0.6869676609226507,0.0,-0.2353890844759502,0.0,-1.2536909679490718
GOOGL,0.34648692019111677,0.7724236023715125,0.0,-0.30626723871043526,0.0,1.4251777612730645
GOOG,0.34648692019111677,0.7724236023715125,0.0,-0.30626723871043526,0.0,1.4251777612730645
MO,-0.7392020960567088,-0.5891734010111862,0.0,-0.3269076388466384,0.0,-1.0014678582212566
AMZN,-0.3520119271797961,-0.1913095743628347,0.0,-0.169054374358134,0.0,-0.37426712718449684
AMCR,-0.21386870109808362,-0.3726886718054655,0.0,0.08539553675335056,0.0,-0.6719529096568997
AEE,-0.6613749264332088,-0.6585488161620542,0.0,-0.010600429494148696,0.0,-1.3093233131011144
AAL,-0.6698062031424215,-0.5106036537318898,0.0,-0.3269076388466384,0.0,-0.8535022180276727
AEP,-0.6996399514980963,-0.6577129677867425,0.0,0.03731128570333508,0.0,-1.394664204988174
AXP,0.004047373847716545,0.46817479375806736,0.0,0.04889035847324225,0.0,0.42333180913254165
AIG,-0.5206374613640462,-0.6995053865523256,0.0,-0.23176796164503738,0.0,-0.9883748862713344
AMT,-0.6574835679520339,-0.44122823858102184,0.0,0.6288941225895652,0.0,-1.727605929122621
AWK,-0.49274939224895875,-0.28910383427429925,0.0,-0.045848865144704945,0.0,-0.7360043613785531
AMP,0.9684557174322547,0.9880724832019218,0.0,-0.154633785202087,0.0,2.1111619858362634
AME,-0.32801521654588367,-0.3818830039338938,0.0,-0.25168626728731147,0.0,-0.458211953192466
AMGN,-0.12501601577792107,-0.18545863573565305,0.0,2.388489299237012,0.0,-2.698963950750586
APH,0.2868194234797667,0.2057184039102052,0.0,-0.2221762462876253,0.0,0.7147140736775972
ADI,-0.06729419830715856,-0.16957751660473144,0.0,-0.2847982404676291,0.0,0.047926525555739063
ANSS,0.7712935543860544,1.3717268874699746,0.0,-0.2925815244818382,0.0,2.435601966337867
AON,-0.1970061476796586,-0.48803574759847496,0.0,-0.3269076388466384,0.0,-0.3581342564314951
APA,-0.29234443046844616,-0.22474350937530113,0.0,-0.017921487829353083,0.0,-0.49916645201439425
AAPL,-0.3747115183199837,-0.15286054909849817,0.0,-0.02663561341833217,0.0,-0.5009364540001496
AMAT,0.768050755651742,0.6136124110622967,0.0,-0.26180837063583956,0.0,1.6434715373498783
APTV,-0.20997734261690862,-0.1745926068566014,0.0,-0.20062204515468002,0.0,-0.18394790431883
ACGL,0.11235685157375414,-0.1428303685947582,0.0,-0.29689918093963846,0.0,0.2664256639186344
ADM,-0.09388514792852103,-0.5824866140086928,0.0,-0.22476215400334776,0.0,-0.45160960793386606
ANET,2.1994221169772805,2.181663963146976,0.0,-0.3269076388466384,0.0,4.7079937189708945
AJG,-0.36887448059822114,-0.7596864695747654,0.0,-0.1650498385215951,0.0,-0.9635111116513915
AIZ,-0.7891411965651214,-0.770552498453817,0.0,-0.23680345245225967,0.0,-1.3228902425666786
T,-0.6068959076967588,-0.5440375887443564,0.0,-0.05829487732177772,0.0,-1.0926386191193374
ATO,-0.166523839577121,0.0009355519588477415,0.0,-0.18875328255829985,0.0,0.02316499494002658
ADSK,-0.5135033041485588,-0.28408874402242923,0.0,-0.02536822042751268,0.0,-0.7722238277434754
ADP,-0.39027695224468373,-0.7814185273328687,0.0,-0.17060080681415912,0.0,-1.0010946727633934
AZO,-0.5180432223765963,-0.8023147367156602,0.0,-0.3269076388466384,0.0,-0.9934503202456181
AVB,-0.2787246757843336,-0.5390224984924864,0.0,-0.17901672228765125,0.0,-0.6387304519891688
AVY,-0.48107531680543375,-0.45460181258600846,0.0,-0.013735895851268533,0.0,-0.9219412335401737
AXON,0.8380952083128921,1.1092704976221126,0.0,-0.24254399717538327,0.0,2.189909703110388
BKR,-0.2391625312257211,-0.27573026026931263,0.0,-0.2446357281282988,0.0,-0.27025706336673494
BALL,-0.2612135626190461,-0.14366621697006987,0.0,-0.14915523936614122,0.0,-0.25572454022297475
BAC,-1.0472679758163965,-0.8842278774962031,0.0,-0.3269076388466384,0.0,-1.6045882144659611
BK,-1.0472679758163965,-0.8842278774962031,0.0,-0.3269076388466384,0.0,-1.6045882144659611
BBWI,0.017018568784966565,-0.03584177655486546,0.0,-0.3269076388466384,0.0,0.30808443107673955
BAX,-0.08934522970048345,-0.14868130722193984,0.0,0.03961389380934492,0.0,-0.2776404307317682
BDX,-0.1321501729934085,-0.22975859962717113,0.0,-0.17731905470162918,0.0,-0.18458971791895046
BRK.B,-1.0472679758163965,-0.8842278774962031,0.0,-0.3269076388466384,0.0,-1.6045882144659611
BBY,-0.4000053484476212,-0.6318016681520809,0.0,-0.04908444489773825,0.0,-0.982722571701964
BIO,3.2111753220827803,2.890463385411266,0.0,-0.29396607144659903,0.0,6.395604778940646
TECH,1.5962615523951547,1.197870425405149,0.0,-0.27459306430121533,0.0,3.0687250421015193
BIIB,0.3121132536074043,0.02601100321819765,0.0,-0.22964427960831965,0.0,0.5677685364339216
BLK,0.6798466300784418,0.7908122666283691,0.0,-0.26755530557572355,0.0,1.7382142022825344
BX,-0.3539576064203837,-0.04420026030798209,0.0,-0.18354738597079925,0.0,-0.21461048075756653
BA,-0.3066127448994212,-0.7028487800535723,0.0,-0.3269076388466384,0.0,-0.682553886106355
BKNG,-0.2586193236315961,0.07365436061096238,0.0,-0.3269076388466384,0.0,0.14194267582600467
BWA,-0.04848596564814596,0.053593999603482635,0.0,-0.1900142853323589,0.0,0.19512231928769558
BXP,-0.4499444489560337,-0.2071906934937562,0.0,0.08883347337046428,0.0,-0.7459686158202542
BSX,0.03258400270966659,-0.09685870795261681,0.0,-0.2107185876361664,0.0,0.1464438823932162
BMY,-0.3273666567990211,-0.11608322058478497,0.0,0.41268326857252013,0.0,-0.8561331459563262
AVGO,-0.18144071375495857,-0.19381711948876967,0.0,0.026752517542843954,0.0,-0.4020103507865722
BR,-0.1431756886900711,0.15974674326806382,0.0,0.023176126229254156,0.0,-0.006605071651261445
BRO,-0.38184567553547116,-0.6125771555199128,0.0,-0.17573854108954842,0.0,-0.8186842899658355
BF.B,-1.0472679758163965,-0.8842278774962031,0.0,-0.3269076388466384,0.0,-1.6045882144659611
BLDR,0.3879947439903168,0.2725862739351381,0.0,-0.14443712932468714,0.0,0.8050181472501421
BG,0.24077168145252917,-0.30414910502990916,0.0,-0.2166636192956239,0.0,0.1532861957182439
CDNS,-0.1931147891984836,0.02601100321819765,0.0,-0.2881403238333363,0.0,0.12103653785305038
CZR,-0.6030045492155838,-0.46296029633912505,0.0,0.8763872177211901,0.0,-1.9423520632758988
CPT,-0.854645730998234,-0.6552054226608075,0.0,-0.17510164948575843,0.0,-1.334749504173283
