Ticker,beta,currentRatio,quickRatio,debtToEquity,interestCoverageRatio,Score
ADBE,0.5117444797796948,-0.5919827365585333,-0.3730535712164482,-0.3824403015765471,0.0,-1.0943404859781292
ADP,-0.6866638718958656,-0.6162976029238899,-0.9558618458078667,-0.11488868947159567,0.0,-0.7706068873642953
ABNB,0.42717937431871794,-0.3265454454033904,-0.46970741873532207,-0.3677783000016187,0.0,-0.8556539384558118
GOOGL,-0.12128573824247642,0.1509715134940294,0.385029964174122,-0.4778259387171329,0.0,1.1351131546277606
GOOG,-0.12128573824247642,0.1509715134940294,0.385029964174122,-0.4778259387171329,0.0,1.1351131546277606
AMZN,0.20731010012017764,-0.5764482386028886,-0.44662590290991944,-0.1107516458869093,0.0,-1.1196325957460762
AMD,1.4274637646285608,0.48192386124471626,0.1924435665059182,-0.5026425018181098,0.0,-0.25045383505981655
AEP,-1.3752654449352504,-0.9384695822648647,-0.8491098351153791,0.4413214347902058,0.0,-0.8536354072351992
AMGN,-1.1360670037742011,-0.3400537044952552,-0.4415768213231126,6.731234634327385,0.0,-6.376798156371551
ADI,0.1807324955467274,-0.27994195153645696,-0.4278721713017797,-0.4203916931385461,0.0,-0.468154925246418
ANSS,0.20731010012017764,0.5933669987526007,0.9022001781370513,-0.44121367283337265,0.0,1.729470749602847
AAPL,0.4706699999843633,-0.6000876920136521,-0.413446223910903,0.27024955399699674,0.0,-1.754453469905915
AMAT,1.231755949133157,0.5899899339796345,0.24798346396079346,-0.3588887848609703,0.0,-0.03489376633175861
ASML,0.1420741616217093,-0.26170580176243946,-0.4985593135170755,-0.3425172611436094,0.0,-0.5598220157576148
AZN,-2.1870904573606302,-0.702075048157231,-0.5389519662115303,-0.005855367227258021,0.0,0.951918810219127
TEAM,-0.9621045011116195,-0.5028282265522257,-0.23023669204676897,0.09317155207670873,0.0,0.1358680304359161
ADSK,0.929737715343953,-0.7446260642966052,-0.5266899109292851,0.2736401062461543,0.0,-2.4746937968159974
BKR,0.8814147979376804,-0.4589263845036652,-0.5194769372338467,-0.3129482264866706,0.0,-1.5468698931885216
BIIB,-2.600251401184261,0.1151746269005878,-0.25908858682852237,-0.2728428370252068,0.0,2.7291802782815333
BKNG,0.7992658383470168,-0.47918877314146235,-0.21797463676452386,-0.533043503917699,0.0,-0.9633857443353041
AVGO,0.46583770824373605,-0.39881463154486696,-0.44878979501855093,0.41307443059008137,0.0,-1.7265165653972352
CDNS,-0.022223757559617207,-0.41097206472754527,-0.25908858682852237,-0.4293324939434675,0.0,-0.218504400052983
CDW,0.047844472679477876,-0.44879519018476666,-0.26413766841532915,1.1147990796157274,0.0,-1.875576410895301
CHTR,-0.23242844827690326,-1.0289749181803585,-0.8029468034645738,3.0440688966435157,0.0,-4.643562170011545
CTAS,0.46583770824373605,0.3063164930504743,-0.2569246947198908,-0.17432307595682833,0.0,-0.24212283395632422
CSCO,-0.5127013692332844,-0.6959963315658919,-0.5526566162328631,-0.13470774950952843,0.0,-0.6012438290559422
CCEP,-0.8896201250022109,-0.6872159631561799,-0.5504927241242316,0.29092337510614585,0.0,-0.6390119373843465
CTSH,0.030931451587282714,0.28875575623105026,0.4081114799995246,-0.47910238191681576,0.0,1.145038166560108
