Ticker,revenueGrowth,pegRatio,priceToSalesTrailing12Months,ebitdaMargins,returnOnCapitalEmployed,priceEarningsToSalesGrowth,Score
ADBE,0.047673390688581646,0.002426257439358222,0.5521570255855275,0.6379012765895176,0.0,0.0,0.17866477494179517
ADP,-0.09537691626381826,0.08687920706583381,-0.3373945944546581,0.16043625278554474,0.0,0.0,0.22019780764673247
ABNB,0.24550892158019852,-0.03218560716165637,0.2501772165791591,-0.5160428601492711,0.0,0.0,-0.24301662640637683
GOOGL,0.17246195632790923,-0.11248513303601024,-0.10649908600994314,0.44911998238663775,0.0,0.0,1.0130281140884096
GOOG,0.17246195632790923,-0.11110065845196965,-0.10694751104643502,0.44911998238663775,0.0,0.0,1.0120920645408609
AMZN,0.08419687331472629,-0.09033353969136088,-0.7008120417212208,-0.507392367009208,0.0,0.0,0.45214696103282626
AMD,-0.22929635255968206,-0.014187437569128797,0.6830712861472996,-0.4823375850486592,0.0,0.0,-1.6098141387461942
AEP,-0.08015879850292469,0.09380157998603676,-0.8201751960575067,0.633312295472533,0.0,0.0,1.1993683145381535
AMGN,0.37334111077170484,0.11733764791472667,-0.3020030168545261,0.7377511760659781,0.0,0.0,1.6690987665491872
ADI,-0.9871586170521837,-3.5736715931374694,0.27444189293416743,1.22028000866527,0.0,0.0,2.545192474764205
ANSS,-0.5519204490906265,0.48283893810144074,0.8785357009247785,0.23502038266389394,0.0,0.0,-2.2301951545435785
AAPL,-0.4271318834512989,0.08826368164987443,0.019616112852312784,0.4216916949973295,0.0,0.0,-0.5404518664074555
AMAT,-0.29016882360325646,-0.022494285073372276,-0.1417058272061955,0.2431961536194414,0.0,0.0,-0.17294138130750375
ASML,-0.9536787579782177,-0.012802962985088212,1.091901388051265,0.43435095325108053,0.0,0.0,-2.5521049877715316
AZN,0.20594181540187517,-0.07925774301903622,-0.40895967383274495,0.38076025155092963,0.0,0.0,1.2808612992064612
TEAM,0.6137873713938238,-0.030801132577615787,0.612301138319124,-1.4087843015856654,0.0,0.0,-0.762709564539526
ADSK,0.053760637792939096,0.037038122040372816,0.18083145831980768,-0.20029986053696636,0.0,0.0,-0.31064816531126865
BKR,0.07810962621036885,-0.2080138793348105,-1.025380436631348,-0.5860907030731168,0.0,0.0,0.8035228653137791
BIIB,-0.5093097193601245,0.3637741238739506,-0.664530084804093,0.005465832995876939,0.0,0.0,-0.7123976447942297
BKNG,0.2181163096105901,-0.1401746247168219,-0.2950096608787735,0.26213229409067706,0.0,0.0,1.1335491989074526
AVGO,0.20289819184969646,0.014886528695723456,1.502790771002194,1.3991974198244645,0.0,0.0,0.2873165038259402
CDNS,-0.3327795533337586,0.10487737665836144,1.9372246499851582,0.3876170860371647,0.0,0.0,-2.320044047273872
CDW,-0.43321913055565636,0.11318422416260489,-1.0024997940616336,-0.8698691283416097,0.0,0.0,-0.8469918195538937
CHTR,-0.29016882360325646,-0.10971618386792907,-1.1180269755788703,0.669654916042676,0.0,0.0,1.3170604282829625
CTAS,0.005062660958079546,0.2419403604783792,-0.007775716868064375,-0.08103909840475446,0.0,0.0,-0.3050784200989102
CSCO,-0.6858398853864903,0.20594402129332406,-0.6564677368880341,0.22505121678906506,0.0,0.0,-0.6961048383892057
CCEP,-0.1988601170378948,0.017655477863804624,-0.9236113995474748,-0.5397262224656635,0.0,0.0,-0.03149053485778286
CTSH,-0.32973592978157984,0.043960494960575705,-0.9448957576564622,-0.43481267243461197,0.0,0.0,-0.19334926930188523
CMCSA,-0.25973258808146926,-0.12494540429237547,-1.0284863995057323,0.25585541187319244,0.0,0.0,0.8898220395083616
CEG,-0.8623700514128562,-0.12771435346045665,-0.7661294168447819,-0.24682263461950119,0.0,0.0,-1.0777189671399752
CPRT,0.017237155166794402,-0.0391079800818593,0.8347145229599386,0.8836491274404574,0.0,0.0,0.12251689489596684
CSGP,0.07810962621036885,0.7098927698840966,1.0914973362651252,-0.7803576231057126,0.0,0.0,-2.425528476834197
COST,-0.12276952823342677,0.40669283597920863,-1.002992147792723,-1.1352915922193272,0.0,0.0,-0.7845313368726663
CRWD,0.6959652073026493,0.13118239375513252,3.296454364608199,-1.1870890519662338,0.0,0.0,-3.2227953957242668
CSX,-0.317561435572865,-0.012802962985088212,-0.499262383120098,1.2017129910659499,0.0,0.0,1.0786554660254062
DDOG,0.5224786648284623,0.4703786668450755,1.6922480849787276,-1.2472732650315594,0.0,0.0,-2.364942687198438
DXCM,0.4403008289196367,0.009348630359561115,1.025889468653265,-0.19280974665658768,0.0,0.0,-0.34744618783014036
FANG,0.2333344273714836,-0.007265064648925872,-0.5350069709196935,2.6743012074335275,0.0,0.0,3.683242097745114
DLTR,0.06593513200165395,-0.018340861321250523,-1.0988106908417776,-0.9155479307751305,0.0,0.0,0.3334738853912055
DASH,0.41899546405438565,2.336650406131782,-0.36895173048334123,-1.4961859304459373,0.0,0.0,-2.625893677985607
EA,-0.4514808718687287,-0.07648879385095506,-0.4928897751634675,0.03410740479498838,0.0,0.0,-0.2994757699280465
EXC,-0.034504445220243866,0.24747825881454155,-0.950483066104538,0.25511695514172344,0.0,0.0,0.8891128719912322
FAST,-0.23842722321621818,0.41776863265153336,-0.38841708169838596,-0.15441010211402864,0.0,0.0,-0.6606160994996124
FTNT,-0.07711517495074596,0.0481139187126975,0.19547051467909005,-0.002604444140889156,0.0,0.0,-0.40041922743416863
GEHC,-0.3327795533337586,-0.04464587841802163,-0.920950420518739,-0.41788086177331063,0.0,0.0,-0.11784366950406722
GILD,-0.13494402244214165,0.1907148008688776,-0.7304759465099173,1.0636215822812836,0.0,0.0,1.3334946830380399
GFS,-0.7801922155040307,0.2876280217517184,-0.5415753151287132,0.4783418756828651,0.0,0.0,-0.8280952619482017
HON,-0.21407823479878843,0.0716499866413874,-0.6381117498618538,-0.09491153557448982,0.0,0.0,0.04339375804839975
IDXX,-0.08015879850292469,0.29039697091979966,0.747392411824082,0.37485259769917945,0.0,0.0,-0.8232543820505516
ILMN,-0.3266923062294011,0.6572827356905544,-0.5881435512884641,-0.9649718059729137,0.0,0.0,-1.6874956028338062
INTC,-0.034504445220243866,-0.1734020147337959,-0.8323965771062187,-0.3672438287583069,0.0,0.0,0.5695458726412199
INTU,0.9516295856856619,0.10903080041048317,0.7827746043582768,0.058212636892687165,0.0,0.0,1.069666403495251
ISRG,0.053760637792939096,0.4219220564036551,1.9460910675416465,0.2641894235569116,0.0,0.0,-1.996302424802512
KDP,-0.19277286993353737,0.07580341039350913,-0.7319598900848728,0.08210709234046067,0.0,0.0,0.3527178321647496
KLAC,-0.38756477727297556,0.4662252430929537,0.4902638329317345,0.765021433714752,0.0,0.0,-0.9665971968558874
KHC,-0.3327795533337586,0.13118239375513252,-0.9655613270846548,-0.08916206970400187,0.0,0.0,0.07965775695800326
LRCX,-0.35712854175118836,0.12841344458705137,0.14212514129075796,0.26825093557999,0.0,0.0,-0.716544733800196
LIN,-0.32973592978157984,0.13533581750725426,-0.19157592714299929,0.6015059091099835,0.0,0.0,-0.0017258408174312123
LULU,0.17854920343226666,0.017655477863804624,-0.5141030372817232,0.0482963234210677,0.0,0.0,0.9018422897035197
MAR,-0.1379876459943204,0.2488627333985821,0.5168986500615924,2.108643034646967,0.0,0.0,1.0669063591981516
MRVL,-0.27799432939454155,0.106261851242402,0.6242488212080565,-0.4495817543170787,0.0,0.0,-1.7360810855566204
MELI,0.7994484080767258,-0.11940750595621313,-0.3017789772190736,-0.4123424362872946,0.0,0.0,1.6077408630414438
META,0.5346531590371771,-0.16647964181359298,0.14448688490134803,1.1598319450097905,0.0,0.0,2.2511310199963894
MCHP,-1.531967232892175,-1.0470054772634043,-0.13716905340208269,1.0080789811991322,0.0,0.0,-0.8716809539197308
MU,1.4599147188995083,-7.783858803204885,0.010949580735259812,-0.314918894642803,0.0,0.0,10.37781976562584
MSFT,0.2211599331627688,0.03011574912016992,0.9370013687081276,1.4209289882526754,0.0,0.0,0.8961317367499155
MRNA,-3.0659535031902503,-0.2232430997592569,0.39087746650898836,-6.037694512497629,0.0,0.0,-12.337235885627862
MDLZ,-0.25364534097711183,0.09518605457007732,-0.8012429989128363,-0.14095953472559958,0.0,0.0,0.057806727662935764
MDB,0.5194350412762835,-0.2744686593687585,1.4244261290274443,-2.030723110210571,0.0,0.0,-2.1418104973166896
MNST,0.06289150844947522,0.037038122040372816,0.03576155461966029,0.16913949283499843,0.0,0.0,0.22212283307391575
NFLX,0.15420021501483688,-0.10833170928388848,0.024927895522505208,-0.12787835394363292,0.0,0.0,0.26392588984742416
NVDA,7.778477213222535,-0.13602120096470013,4.9115007246957285,1.615301507597871,0.0,0.0,12.396776410311912
NXPI,-0.29016882360325646,-0.012802962985088212,-0.3879114406897327,0.5367325988844724,0.0,0.0,0.35710935535278043
ORLY,-0.07711517495074596,0.028731274536129305,-0.6262450749104851,-0.17297696147262065,0.0,0.0,0.27030648900024323
ODFL,-0.25973258808146926,0.1256444954189702,-0.12344714849525919,0.4022808323415783,0.0,0.0,-0.11938169074507121
ON,-0.44843724831654996,0.010733104943601732,-0.601028999844861,0.6591582810739409,0.0,0.0,0.3525796793421003
PCAR,-0.1988601170378948,-0.014187437569128797,-0.9781109713958064,-0.4090193809956851,0.0,0.0,0.18555879389346047
PANW,0.2911632748628794,0.2156353433816081,1.0098090637463595,-0.6883669603815462,0.0,0.0,-1.331484817783755
PAYX,-0.1684238815161076,0.21009744504544578,0.1920668640991882,0.978118842159074,0.0,0.0,0.2391067699822248
PYPL,-0.010155456802814074,-0.1415590993008625,-0.8715830143505835,-0.3890809964991179,0.0,0.0,0.6037502035467
PDD,3.453488145576571,4.135082890800501,-1.101550198174866,-0.10298181271125606,0.0,0.0,3.7704617858162512
PEP,-0.22625272900750334,0.15887188543594416,-0.7876613101841207,-0.42937968802046783,0.0,0.0,-0.253095721287298
QCOM,-0.25973258808146926,-0.036339030913778124,-0.25810647845671303,0.20004918173790687,0.0,0.0,-0.024970485054540525
REGN,-0.31147418846850755,0.031500223704210475,0.12382360411204181,0.4115116469787569,0.0,0.0,-0.3667605577745105
ROP,0.14202572080612197,0.25024720798262273,0.2583926069301068,0.7692937223877554,0.0,0.0,0.5447053490872698
